iteracao,acc_prequencial,acuracia
1,1.0,100.0
2,0.5,50.0
3,0.6666666666666666,66.66666666666667
4,0.5,50.0
5,0.6,60.0
6,0.5,50.0
7,0.5714285714285714,57.142857142857146
8,0.625,62.5
9,0.6666666666666666,66.66666666666667
10,0.7,70.0
11,0.7272727272727272,72.72727272727273
12,0.7499999999999999,75.0
13,0.7692307692307692,76.92307692307692
14,0.7857142857142857,78.57142857142857
15,0.7999999999999999,80.0
16,0.8124999999999999,81.25
17,0.8235294117647057,82.3529411764706
18,0.8333333333333331,83.33333333333333
19,0.8421052631578946,84.21052631578948
20,0.8499999999999999,85.0
21,0.857142857142857,85.71428571428571
22,0.8636363636363635,86.36363636363636
23,0.8695652173913042,86.95652173913044
24,0.8749999999999999,87.5
25,0.8799999999999999,88.0
26,0.8846153846153845,88.46153846153847
27,0.8888888888888887,88.88888888888889
28,0.8928571428571427,89.28571428571429
29,0.8965517241379308,89.65517241379311
30,0.8999999999999998,90.0
31,0.9032258064516127,90.3225806451613
32,0.9062499999999998,90.625
33,0.9090909090909088,90.9090909090909
34,0.9117647058823527,91.17647058823529
35,0.914285714285714,91.42857142857143
36,0.9166666666666664,91.66666666666667
37,0.9189189189189186,91.89189189189189
38,0.9210526315789471,92.10526315789474
39,0.9230769230769228,92.3076923076923
40,0.9249999999999997,92.5
41,0.9268292682926826,92.6829268292683
42,0.9285714285714283,92.85714285714286
43,0.9302325581395345,93.02325581395348
44,0.9318181818181814,93.18181818181819
45,0.9333333333333329,93.33333333333333
46,0.9347826086956518,93.47826086956522
47,0.936170212765957,93.61702127659575
48,0.9374999999999996,93.75
49,0.9387755102040812,93.87755102040816
50,0.9399999999999996,94.0
51,0.941176470588235,94.11764705882354
52,0.942307692307692,94.23076923076923
53,0.943396226415094,94.33962264150944
54,0.9444444444444441,94.44444444444444
55,0.9454545454545451,94.54545454545455
56,0.9464285714285711,94.64285714285714
57,0.9473684210526312,94.73684210526316
58,0.9482758620689652,94.82758620689656
59,0.949152542372881,94.91525423728814
60,0.9499999999999997,95.0
61,0.9508196721311473,95.08196721311475
62,0.9516129032258062,95.16129032258064
63,0.9523809523809521,95.23809523809524
64,0.9531249999999998,95.3125
65,0.9538461538461537,95.38461538461539
66,0.9545454545454544,95.45454545454545
67,0.9552238805970148,95.5223880597015
68,0.9558823529411763,95.58823529411765
69,0.9565217391304346,95.65217391304348
70,0.9428571428571426,94.28571428571429
71,0.9436619718309857,94.36619718309859
72,0.9444444444444442,94.44444444444444
73,0.9452054794520546,94.52054794520548
74,0.9459459459459457,94.5945945945946
75,0.9466666666666664,94.66666666666667
76,0.9473684210526313,94.73684210526316
77,0.9480519480519478,94.8051948051948
78,0.9487179487179485,94.87179487179488
79,0.9493670886075947,94.9367088607595
80,0.9499999999999997,95.0
81,0.9506172839506171,95.06172839506173
82,0.9512195121951217,95.1219512195122
83,0.9518072289156624,95.18072289156626
84,0.9523809523809521,95.23809523809524
85,0.952941176470588,95.29411764705883
86,0.953488372093023,95.34883720930233
87,0.9540229885057468,95.40229885057471
88,0.9545454545454543,95.45454545454545
89,0.9550561797752806,95.50561797752809
90,0.9555555555555553,95.55555555555556
91,0.9560439560439558,95.6043956043956
92,0.9565217391304345,95.65217391304348
93,0.9569892473118277,95.6989247311828
94,0.957446808510638,95.74468085106383
95,0.957894736842105,95.78947368421052
96,0.9583333333333331,95.83333333333333
97,0.958762886597938,95.87628865979381
98,0.9591836734693876,95.91836734693878
99,0.9595959595959594,95.95959595959596
100,0.9599999999999999,96.0
101,0.9603960396039602,96.03960396039604
102,0.96078431372549,96.07843137254902
103,0.9611650485436891,96.11650485436893
104,0.9615384615384613,96.15384615384616
105,0.9619047619047617,96.19047619047619
106,0.962264150943396,96.22641509433963
107,0.9626168224299063,96.26168224299066
108,0.9629629629629627,96.29629629629629
109,0.9633027522935778,96.3302752293578
110,0.9636363636363634,96.36363636363636
111,0.9549549549549547,95.49549549549549
112,0.9553571428571427,95.53571428571429
113,0.9557522123893804,95.57522123893806
114,0.9561403508771928,95.6140350877193
115,0.9565217391304347,95.65217391304348
116,0.9568965517241379,95.6896551724138
117,0.9572649572649572,95.72649572649573
118,0.9576271186440677,95.76271186440678
