iteracao,acc_prequencial
334,0.8982035928143715
667,0.8935532233883067
1000,0.899
1333,0.8747186796699175
1666,0.8673469387755093
1999,0.8719359679839914
2332,0.853773584905661
2665,0.8611632270168871
2998,0.8662441627751845
3331,0.8625037526268393
3664,0.8670851528384296
3997,0.868651488616463
4330,0.8635103926097006
4663,0.865751662020161
4996,0.8658927141713387
5329,0.8635766560330281
5662,0.8657718120805374
5995,0.8678899082568812
6328,0.8623577749683939
6661,0.8636841315117848
6994,0.8647412067486415
7327,0.8618807151630948
7660,0.8633159268929494
7993,0.8632553484298757
8326,0.8616382416526546
8659,0.8601455133387232
8992,0.8613211743772241
9325,0.859517426273458
9658,0.8602195071443357
9991,0.8609748773896504
