classificador,base,acc
EDDM,SPAM,0.9126747103094027
EDDM,KDD,0.9988046010384402
ADWIN,LINE,0.9596186203028615
ADWIN,CIRCLE,0.9437639198218254
ADWIN,GAUSS,0.8613211743772241
ADWIN,SINE1,0.8875667259786487
ADWIN,ELEC,0.8323563317063655
ADWIN,SPAM,0.9149444510811141
ADWIN,KDD,0.9985618919513543
Simples,LINE,0.8447809626825322
Simples,CIRCLE,0.8507382550335564
Simples,GAUSS,0.5637533512064339
Simples,SINE1,0.5483109919571061
Simples,ELEC,0.8024881152290633
Simples,SPAM,0.8983988019813377
Simples,KDD,0.9988319826765972
DDM,LINE,0.9691725256895626
DDM,CIRCLE,0.9476510067114101
DDM,GAUSS,0.7810187667560343
DDM,SINE1,0.8921179624664889
DDM,ELEC,0.8476147678626329
DDM,SPAM,0.9170602465153789
DDM,KDD,0.9995012959743038
EDDM,LINE,0.9707950243374799
EDDM,CIRCLE,0.9562416107382549
EDDM,GAUSS,0.8679892761394106
EDDM,SINE1,0.878820375335119
EDDM,ELEC,0.8480168397152383
EDDM,SPAM,0.9156779172906369
EDDM,KDD,0.9988472937651193
ADWIN,LINE,0.959978366684695
ADWIN,CIRCLE,0.9444295302013417
ADWIN,GAUSS,0.859517426273458
ADWIN,SINE1,0.884932975871314
ADWIN,ELEC,0.8347248172938257
ADWIN,SPAM,0.9179817993318752
ADWIN,KDD,0.9986132528407518
Simples,LINE,0.8480417754569204
Simples,CIRCLE,0.8527734577501284
Simples,GAUSS,0.5647131911368795
Simples,SINE1,0.5401739490577769
Simples,ELEC,0.8030417209015576
Simples,SPAM,0.9017906795684563
Simples,KDD,0.9988722590509677
DDM,LINE,0.9691906005221935
DDM,CIRCLE,0.9484188698807681
DDM,GAUSS,0.7844274176848226
DDM,SINE1,0.8925243321598685
DDM,ELEC,0.8465666461145013
DDM,SPAM,0.9192525859192537
DDM,KDD,0.9995184926285247
EDDM,LINE,0.9707571801566582
EDDM,CIRCLE,0.9548989113530333
EDDM,GAUSS,0.8679850900807623
EDDM,SINE1,0.8775108718161099
EDDM,ELEC,0.8464296316594728
EDDM,SPAM,0.9176954732510305
EDDM,KDD,0.9988870421720346
ADWIN,LINE,0.9603133159268937
ADWIN,CIRCLE,0.9453084499740787
ADWIN,GAUSS,0.8602195071443357
ADWIN,SINE1,0.8854835369641741
ADWIN,ELEC,0.8345550455573134
ADWIN,SPAM,0.9204760315871434
ADWIN,KDD,0.9986610716073275
Simples,LINE,0.8520949015648676
Simples,CIRCLE,0.8539213229766964
Simples,GAUSS,0.5656090481433268
Simples,SINE1,0.5454909418476642
Simples,ELEC,0.8029403324429953
Simples,SPAM,0.9022685732716904
Simples,KDD,0.9989098503391928
DDM,LINE,0.9692074709742559
DDM,CIRCLE,0.9491355549987478
DDM,GAUSS,0.786908217395658
DDM,SINE1,0.8934040636572914
DDM,ELEC,0.8466921260016363
DDM,SPAM,0.9203311471884758
DDM,KDD,0.999534542841482
EDDM,LINE,0.970721857647653
EDDM,CIRCLE,0.9533951390628923
EDDM,GAUSS,0.8686818136322696
EDDM,SINE1,0.8757882093884485
EDDM,ELEC,0.8463610074832784
EDDM,SPAM,0.9179658101279451
EDDM,KDD,0.9989241406905661
ADWIN,LINE,0.9606259464916715
ADWIN,CIRCLE,0.9461287897769974
ADWIN,GAUSS,0.8609748773896504
ADWIN,SINE1,0.8863977579821832
ADWIN,ELEC,0.8333590869958796
ADWIN,SPAM,0.920653693151274
ADWIN,KDD,0.9987057024626342
