iteracao,acc_prequencial
16329,0.999755037050646
32657,0.9998775147747814
48985,0.9998775135245445
65313,0.9998928237869954
81641,0.9995590450876352
97969,0.9996325368228688
114297,0.9996850311031805
130625,0.9996478468899538
146953,0.9996869747470292
163281,0.9995835400322126
179609,0.9996213998185
195937,0.9993722472019084
212265,0.9993498692671899
228593,0.9991163333960357
244921,0.9990160092438009
261249,0.9989856420503082
277577,0.9987246781974105
293905,0.9987751144077216
310233,0.9988073480255177
326561,0.9988639182266124
342889,0.9989180172008987
359217,0.9989616304350812
375545,0.9989828116470669
391873,0.9990251943869525
408201,0.9987947114289227
424529,0.998506580233618
440857,0.9985618919513543
457185,0.9986132528407518
473513,0.9986610716073275
489841,0.9987057024626342
