iteracao,acc_prequencial
1511,0.8927862342819328
3021,0.8771929824561422
4531,0.8825866254689932
6041,0.8756828339678886
7551,0.8757780426433602
9061,0.8688886436375693
10571,0.8700217576388269
12081,0.8628424799271615
13591,0.8641012434699465
15101,0.8653731540957593
16611,0.8644271868039299
18121,0.8630870261023155
19631,0.8621058529876232
21141,0.8589943711271937
22651,0.8600944770650306
24161,0.8583254004387234
25671,0.856180125433369
27181,0.8569956955226119
28691,0.8548325258791983
30201,0.8544750173835332
31711,0.8499889628204754
33221,0.8476265013094161
34731,0.8475137485243759
36241,0.8473276123727287
37751,0.8469444518026011
39261,0.8457757061715189
40771,0.8452086041549144
42281,0.8476147678626329
43791,0.8465666461145013
45301,0.8466921260016363
