iteracao,acc_prequencial
311,0.9710610932475882
621,0.9790660225442831
931,0.9387755102040806
1241,0.8879935535858171
1551,0.8607350096711788
1861,0.8328855454056953
2171,0.8125287885766925
2481,0.8093510681176938
2791,0.8298101039054095
3101,0.846823605288616
3411,0.8554676048079735
3721,0.8610588551464653
4031,0.863309352517984
4341,0.8689242110112856
4651,0.8755106428724994
4961,0.8788550695424304
5271,0.88294441282489
5581,0.8865794660455109
5891,0.8874554405024608
6201,0.8863086598935663
6511,0.8874212870526808
6821,0.8890192053951029
7131,0.8921609872388154
7441,0.8958473323478024
7751,0.9000129015610892
8061,0.9038580821238056
8371,0.9074184685222781
8681,0.9107245709019687
8991,0.9131353575798012
9301,0.9145253198580785
