iteracao,acc_prequencial
311,0.9710610932475883
621,0.9790660225442832
931,0.9419978517722866
1241,0.9137792103142616
1551,0.9116698903932939
1861,0.902203116603975
2171,0.893597420543527
2481,0.888351471180974
2791,0.892869939089931
3101,0.8987423411802631
3411,0.9006156552330695
3721,0.8922332706261765
4031,0.8943190275365931
4341,0.8970283344851433
4651,0.896796387873577
4961,0.8980044345898013
5271,0.9019161449440344
5581,0.9030639670309993
5891,0.9003564759803102
6201,0.8980809546847294
6511,0.9003225311012145
6821,0.8988418120510192
7131,0.9011358855700463
7441,0.903238811987635
7751,0.9071087601599782
8061,0.9106810569408252
8371,0.913988770756182
8681,0.9170602465153789
8991,0.9192525859192537
9301,0.9203311471884758
