iteracao,acc_prequencial
16329,0.999755037050646
32657,0.9998775147747814
48985,0.9998775135245445
65313,0.9998928237869954
81641,0.999669283815728
97969,0.9997244026171462
114297,0.9997637733273795
130625,0.9997550239234443
146953,0.9997822433022839
163281,0.999767272370945
179609,0.9997884293103316
195937,0.9997907490672977
212265,0.999806845217055
228593,0.999571290459457
244921,0.9995998709788061
261249,0.9996248789469016
277577,0.9992758766036033
293905,0.9993161055443077
310233,0.9993488764896064
326561,0.9993599970602668
342889,0.9993904733018499
359217,0.9994042598206643
375545,0.9994301614986255
391873,0.9994539047089234
408201,0.9990886842511404
424529,0.9987444909535019
440857,0.9987909911830769
457185,0.9988319826765972
473513,0.9988722590509677
489841,0.9989098503391928
