iteracao,acc_prequencial
1511,0.4579748510919919
3021,0.435948361469712
4531,0.416243654822335
6041,0.4121834133421614
7551,0.41848761753410185
9061,0.4353824081227242
10571,0.44858575347649254
12081,0.44648621802830857
13591,0.45154881907144434
15101,0.4529501357525986
16611,0.4488591896935757
18121,0.4422493239887411
19631,0.44098619530334604
21141,0.44094413698500484
22651,0.43371153591452916
24161,0.43148048507925985
25671,0.4310700790775589
27181,0.43096280490048294
28691,0.42793907497124484
30201,0.42617794112777785
31711,0.4252782945980903
33221,0.4256644893290405
34731,0.42483660130719064
36241,0.4204630115063067
37751,0.4176842997536503
39261,0.41853238582817703
40771,0.4237080277648349
42281,0.42645632790142385
43791,0.4265488342353459
45301,0.42667932275225856
